Switch,60197,57810,Weekday,1044
Switch,60224,57810,Weekday,1017
Switch,60239,57810,Weekday,1002
Switch,60254,57810,Weekday,1014
Switch,60269,57810,Weekday,999
Switch,60299,57810,Weekday,928
Switch,60314,57810,Weekday,913
Switch,60329,59760,Weekday,770
Switch,60362,59760,Weekday,737
Switch,60377,58230,Weekday,1164
Switch,60389,58230,Weekday,1175
Switch,60422,58230,Weekday,1151
Switch,60434,58230,Weekday,1139
Switch,60452,58230,Weekday,1121
Switch,60479,58230,Weekday,1035
Switch,60497,58230,Weekday,1017
Switch,60512,58230,Weekday,1002
Switch,60542,58230,Weekday,997
Switch,60557,58230,Weekday,982
Switch,60569,58230,Weekday,928
Switch,60602,58230,Weekday,895
Switch,60614,58230,Weekday,883
Switch,60632,58230,Weekday,890
Switch,60659,58230,Weekday,863
Switch,60677,58230,Weekday,830
Switch,60692,58230,Weekday,815
Switch,60722,60480,Weekday,1006
Switch,60737,60480,Weekday,991
Switch,60749,60480,Weekday,979
Switch,60782,60480,Weekday,906
Switch,60794,60480,Weekday,894
Switch,60812,60480,Weekday,892
Switch,60839,60480,Weekday,865
Switch,60857,60480,Weekday,833
Switch,60872,60480,Weekday,818
Switch,60902,60480,Weekday,803
Switch,60914,60480,Weekday,791
Switch,60929,60480,Weekday,771
Switch,60962,58590,Weekday,901
Switch,60974,58590,Weekday,889
Switch,60992,58590,Weekday,891
Switch,61019,58590,Weekday,864
Switch,61037,58590,Weekday,832
Switch,61052,58830,Weekday,1054
Switch,61082,60960,Weekday,1128
Switch,61097,58830,Weekday,1012
Switch,61109,58830,Weekday,1018
Switch,61142,58830,Weekday,985
Switch,61169,60960,Weekday,1041
Switch,61172,60960,Weekday,1038
Switch,61214,60960,Weekday,1035
Switch,61229,60960,Weekday,1020
Switch,61244,60960,Weekday,1005
Switch,61274,60960,Weekday,1007
Switch,61289,60960,Weekday,992
Switch,61304,60960,Weekday,977
Switch,61334,58830,Weekday,757
Switch,61352,58830,Weekday,739
Switch,61379,59130,Weekday,1081
Switch,61394,59130,Weekday,1076
Switch,61424,59130,Weekday,1046
Switch,61442,59130,Weekday,1017
Switch,61457,59130,Weekday,1002
Switch,61487,59130,Weekday,936
Switch,61502,59130,Weekday,917
Switch,61514,59130,Weekday,905
Switch,61544,60960,Weekday,745
Switch,61559,60960,Weekday,730
Switch,61577,61440,Weekday,1109
Switch,61604,61440,Weekday,1082
Switch,61622,61440,Weekday,1064
Switch,61637,61440,Weekday,1049
Switch,61667,61440,Weekday,1019
Switch,61682,61440,Weekday,1004
Switch,61694,59460,Weekday,1085
Switch,61727,59460,Weekday,1012
Switch,61739,59460,Weekday,1000
Switch,61757,59460,Weekday,982
Switch,61772,59460,Weekday,927
Switch,61802,59460,Weekday,897
Switch,61817,59460,Weekday,882
Switch,61847,59460,Weekday,872
Switch,61859,61440,Weekday,989
Switch,61889,61440,Weekday,919
Switch,61892,61440,Weekday,916
Switch,61934,59460,Weekday,779
Switch,61952,59460,Weekday,761
NOSwitch,61982,60930,Weekday,1102
NOSwitch,62009,60930,Weekday,1075
NOSwitch,62024,60930,Weekday,1076
NOSwitch,62042,60930,Weekday,1058
NOSwitch,62069,60930,Weekday,1031
Switch,62087,61440,Weekday,751
Switch,62114,61440,Weekday,736
Switch,62129,61440,Weekday,721
Switch,62159,61920,Weekday,1060
Switch,62174,61920,Weekday,1045
Switch,62189,61920,Weekday,1045
Switch,62219,61920,Weekday,1015
Switch,62234,61920,Weekday,968
Switch,62249,61920,Weekday,950
Switch,62279,61920,Weekday,920
Switch,62297,61920,Weekday,923
Switch,62312,61920,Weekday,908
Switch,62357,60000,Weekday,731
Switch,62369,60000,Weekday,743
Switch,62387,60000,Weekday,725
Switch,62414,62280,Weekday,1124
Switch,62432,62280,Weekday,1106
Switch,62447,62280,Weekday,1091
Switch,62474,62280,Weekday,1034
Switch,62489,62280,Weekday,1019
Switch,62504,62280,Weekday,1004
Switch,62537,62280,Weekday,988
Switch,62549,62280,Weekday,976
Switch,62567,62280,Weekday,920
Switch,62597,62280,Weekday,890
Switch,62612,62280,Weekday,891
Switch,62627,62280,Weekday,876
Switch,62654,62280,Weekday,836
Switch,62672,62280,Weekday,818
Switch,62702,62280,Weekday,799
Switch,62717,62280,Weekday,777
Switch,62729,62280,Weekday,765
Switch,62747,62280,Weekday,747
Switch,62774,62280,Weekday,737
Switch,62792,62280,Weekday,719
Switch,62819,62280,Weekday,692
Switch,62837,62280,Weekday,674
Switch,62852,62280,Weekday,659
Switch,62879,62280,Weekday,632
Switch,62894,62280,Weekday,617
Switch,62924,62280,Weekday,587
Switch,62942,62280,Weekday,576
Switch,62954,62280,Weekday,518
Switch,62972,62280,Weekday,493
Switch,62999,62280,Weekday,466
